AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
2546,FALSE,CAL FIRE San Benito-Monterey Unit,,2019,TRUE,/incidents/2019/6/26/lonoak-fire/,,,Monterey,27,,,,2019-06-26T18:02:00Z,,FALSE,TRUE,,,,36.28426,"Lonoak Rd & Airline Hwy, East of King City  ",-120.94771,FALSE,Lonoak Fire,100,,TRUE,"The Lonoak Fire off Lonoak Rd & Airline Hwy, east of King City in Monterey County

 
Lonoak RD x Airline Hwy, 11 miles east of King City
State DPA, SRA, San Benito Monterey Unit",,2019-06-26T09:18:22Z,Finalized,,,,,,,
2534,FALSE,CAL FIRE Tehama-Glenn Unit,,2019,TRUE,/incidents/2019/11/3/ranch-fire/,,,Tehama,52,2,,2,2019-11-14T18:02:00Z,,FALSE,TRUE,,,4,40.036379,"Colyer Springs Rd and Raglin Ridge Rd, southwest of Red Bluff",-122.637837,TRUE,Ranch Fire,100,69,TRUE,"The Ranch Fire started November 3, 2019 off Colyer Springs Road and Raglin Ridge Road, southwest of Red Bluff in Tehama County.",,2019-11-03T14:16:17Z,Finalized,,,,,,,
2512,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2019,TRUE,/incidents/2019/6/8/sand-fire/,,,Yolo,57,,,,2019-06-17T10:40:00Z,,FALSE,TRUE,,,2,38.88978,Guinda,-122.23922,TRUE,Sand Fire,100,,TRUE,"The Sand Fire started on June 8, 2019 off County Road & Hwy 16, Rumsey (Yolo County). Contained 06-15-2019",Jun.19,2019-06-08T14:50:00Z,Finalized,,7,,,,,
2500,FALSE,Kern County Fire and the US Fish and Wildlife Service,,2019,FALSE,/incidents/2019/5/7/refuge-fire/,,,Kern,15,,,,2019-05-09T09:37:00Z,,FALSE,TRUE,,,,35.72057,"off Twisselmen Road, in the Kern National Wildlife Refuge,15 miles west of Delano",-119.62762,FALSE,Refuge Fire,100,,TRUE,"Refuge Fire started on May 7, 2019 in the Kern National Wildlife Refuge in Kern County. The fire burned 2,500 acres and is now 100% contained.",,2019-05-07T15:47:00Z,Finalized,,,,,,,
2438,FALSE,Bureau of Land Management,,2019,FALSE,/incidents/2019/8/24/long-valley-fire/,,,Lassen,18,,,,2019-08-27T09:01:00Z,,FALSE,TRUE,,,,39.892222,"Off Highway 395 and Red Rock Road, North of Hallelujah Junction",-120.029722,FALSE,Long Valley Fire ,100,,TRUE,"Long Valley Fire off Highway 395 and Red Rock Road, North of Hallelujah Junction in Lassen County.",,2019-08-24T17:25:04Z,Finalized,,,,,,,
2422,FALSE,CAL FIRE ,,2019,TRUE,/incidents/2019/6/26/rock-fire/,Del Puerto Canyon Rd remains closed,,Stanislaus,50,,,,2019-06-27T19:06:00Z,,FALSE,TRUE,,,,37.46577,"Del Puerto Canyon Rd, east of Patterson  ",-121.28312,FALSE,Rock Fire,100,,TRUE,"The Rock Fire started on June 25, 2019 off Del Puerto Canyon Rd, west of Patterson in Stanislaus County.","Rock Fire, Del Puerto Canyon Road, Stanislaus County.",2019-06-26T08:54:24Z,Finalized,,,,,,,
1975,FALSE,USFS - Inyo National Forest ,,2019,FALSE,/incidents/2019/9/6/cow-fire/,,,Inyo,14,,,,2019-11-21T16:08:00Z,,FALSE,TRUE,,,,36.284,"Golden Trout Wilderness, Inyo National Forest",-118.228,FALSE,Cow Fire,100,,TRUE,"Cow Fire started on July 25, 2019 in Golden Trout Wilderness, Inyo National Forest in Inyo County.",,2019-09-06T12:23:00Z,Finalized,,,,,,,
1926,FALSE,CAL FIRE/Riverside County Fire Department ,,2019,TRUE,/incidents/2019/9/4/tenaja/,"<p> Firefighters continued patrol status and will continue containment and mop up operations for the next several days. Additionally firefighters are continuing suppression repair activities in the area. Please continue to be cautious while driving in the area as fire apparatus will remain working in the area.</p>

<p>For the latest evacuation information:  <a href=""http://rvcfire.org/_Layouts/Incident%20Information/IncidentInfoDetail.aspx?4504"">Tenaja Incident Information</a></p>

<p><a href=""https://countyofriverside.maps.arcgis.com/apps/webappviewer/index.html?id=0b92d93e12d34bf29b8c0d5e28b95815"">Interactive Evacuation Map</a></p>",,Riverside,33,0,1,1,2019-09-14T19:00:00Z,,FALSE,TRUE,grass and brush,,3,33.528469,"Tenaja Road and Clinton Keith Road, in La Cresta",-117.273157,TRUE,Tenaja,100,35,TRUE,"The Tenaja Fire started September 4, 2019 off Tenaja Road and Clinton Keith Road, in La Cresta in Riverside County.",,2019-09-04T16:43:36Z,Finalized,2,0,,,,,
1872,FALSE,Klamath National Forest,,2019,FALSE,/incidents/2019/9/7/lime-fire/,,,Siskiyou,47,,,,,,FALSE,TRUE,,,,41.862237,"Ash Creek and Highway 96, Southwest of Hornbrook",-122.662258,FALSE,Lime Fire,100,515,TRUE,,,2019-09-07T08:36:32Z,Finalized,,,,,,,
1764,FALSE,CAL FIRE San Luis Obispo County ,,2019,TRUE,/incidents/2019/6/12/mcmillan-fire/,,,San Luis Obispo,40,,,,2019-06-24T10:25:00Z,,FALSE,TRUE,,,,35.66318,"Highway 46 East and McMillan Canyon Road, North of Shandon",-120.41128,FALSE,McMillan Fire,100,,TRUE,"#McMillanFire off HWY 46 East and McMillan Canyon Road, North of Shandon in San Luis Obispo County. This fire was contained on June 14, 2019.",Jun.19,2019-06-12T12:48:00Z,Finalized,,,,,,,
1507,FALSE,Unified Command: CAL FIRE and Mexican Fire Agency Consulate Emergency Services Fire Department,,2019,TRUE,/incidents/2019/8/16/border-8-fire/,,"Threat to City of Tecate, Mexico",Mexico,62,,,,2019-08-17T14:30:00Z,,FALSE,TRUE,,,,32.573437,"City of Tecate, southeast of San Diego ",-116.658735,FALSE,Border 8 Fire,100,,TRUE,"The Border 8 Fire started on August 14, 2019 near Tecate Mexico.",,2019-08-16T06:14:55Z,Finalized,,,,,,,
1350,FALSE,Sutter County Fire Department,,2019,FALSE,/incidents/2019/6/8/west-butte-fire/,,,Sutter,51,,,,2019-06-17T15:16:00Z,,FALSE,TRUE,,,,39.28926,"North Butte Rd & West Butte Rd, northeast of Colusa",-121.85906,FALSE,West Butte Fire,100,,TRUE,"The West Butte Fire started on June 8, 2019 off North Butte Rd & West Butte Rd, northeast of Colusa in Sutter County. This fire was contained on June 10, 2019.",Jun.19,2019-06-08T14:37:00Z,Finalized,,,,,,,
1301,FALSE,Oregon Department of Forestry,,2019,FALSE,/incidents/2019/8/9/ward-fire/,,All CAL FIRE Resources have been released from this incident.,State of Oregon,61,,,,2019-08-18T16:33:00Z,,FALSE,TRUE,,,,42.033,"Highway 66 and Ward Rd, 13 miles west of Keno, Oregon",-122.175,FALSE,Ward Fire,100,,TRUE,"The Ward Fire started August 9 2019 near Highway 66 and Ward Rd, 13 miles west of Keno, Oregon","Ward Fire, Highway 66, Ward Rd, Keno, Oregon",2019-08-09T23:08:25Z,Finalized,,,,,,,
1165,FALSE,CAL FIRE NEU,,2019,FALSE,/incidents/2019/7/13/jasper-fire/,"CAL Fire is assisting Truckee Meadows Fire Protection District with air resource in Washoe County, Nevada.",Full containment expected on 7/16 at 6 p.m.,State of Nevada,59,,,,2019-07-16T08:50:00Z,,FALSE,TRUE,Grass,,,39.631945,"Chimney Rd and Barrel Springs Rd, 2 miles North of Sun Valley Nevada",-119.769881,FALSE,Jasper Fire,100,,TRUE,"The Jasper Fire Started July 13 2019 near Chimney Rd and Barrel Springs Rd, 2 miles North of Sun Valley Nevada Washoe County Nevada","Jasper Fire Chimney Rd, Barrel Springs Rd, Sun Valley Nevada,  Washoe County, Nevada",2019-07-13T18:42:22Z,Finalized,,,,,,,
1127,FALSE,CAL FIRE San Luis Obispo Unit,,2019,TRUE,/incidents/2019/6/5/boulder-fire/,,,San Luis Obispo,40,,,,2019-06-11T14:49:00Z,,FALSE,TRUE,,,,35.343761,"off Highway 58 and Boulder Creek Road, California Valley",-119.913717,FALSE,Boulder Fire,100,,TRUE,"The Boulder Fire started June 5, 2019 off Highway 58 and Boulder Creek Road, California Valley (San Luis Obispo). This fire was contained on June 5, 2019.","June 5, 2019",2019-06-05T10:49:00Z,Finalized,,,,,,,
1020,FALSE,USFS Lassen National Forest,,2019,FALSE,/incidents/2019/8/8/w1-mcdonald-fire/,,"Final acreage: 1,020 (829 acres BLM and 191 Private).",Lassen,18,,,,2019-08-11T11:35:00Z,,FALSE,TRUE,,,,40.943799,"Cold Springs Rd and McDonald Peak, 11 miles southeast of Madeline",-120.275298,FALSE,W1 McDonald Fire,100,,TRUE,"The W1 Fire started on August 8 2019 near Cold Springs Rd and 
McDonald Peak, 11 miles southeast of Madeline Lassen County.","W1 Fire, Cold Springs Rd,  
McDonald Peak, Madeline, Lassen County.",2019-08-08T18:42:41Z,Finalized,,,,,,,
974,FALSE,CAL FIRE San Luis Obispo Unit,,2019,TRUE,/incidents/2019/7/8/gillis-fire/,,,San Luis Obispo,40,,,,2019-07-09T18:22:00Z,,FALSE,TRUE,,,,35.63111111,Gillis Canyon and South East of Shandon,-120.2691667,FALSE,Gillis Fire,100,,TRUE,"The Gillis Fire started July 8, 2019 off Gillis Canyon and South East of Shandon in San Luis Obispo County.",,2019-07-08T16:44:08Z,Finalized,,,,,,,
835,FALSE,CAL FIRE San Luis Obispo Unit,,2019,TRUE,/incidents/2019/5/29/belmont-fire/,,,San Luis Obispo,40,,,,2019-06-03T08:44:00Z,,FALSE,TRUE,,,,35.30759,"Belmont & Costa Mesa Rd, In California Valley",-119.96498,FALSE,Belmont Fire,100,,TRUE,"The Belmont Fire started on May 29, 2019 off Belmont & Costa Mesa Rd, in California Valley (San Luis Obispo County) and burned 835 acres. It was contained on May 31, 2019.",May.19,2019-05-29T17:10:00Z,Finalized,,,,,,,
757,FALSE,Unified Command: CAL FIRE Santa Clara Unit and East Contra Costa Fire Protection District,,2019,TRUE,/incidents/2019/8/3/marsh-complex/,,,Contra Costa,7,,,,2019-08-06T18:42:00Z,,FALSE,TRUE,,,,37.908362,"Marsh Creek Rd and Morgan Territory Rd, southwest of Brentwood",-121.872941,FALSE,Marsh Complex,100,,TRUE,,,2019-08-03T03:16:00Z,Finalized,,,,,,,
756,FALSE,CAL FIRE Tulare Unit,0,2019,TRUE,/incidents/2019/8/31/creek-fire/,The Creek incident is now 100% contained.,,Tulare,54,9,0,11,,,FALSE,TRUE,,,,36.40193,"Dry Creek Dr and Lomitas Drive, east of Woodlake",-119.030621,FALSE,Creek Fire,100,185,TRUE,"The Creek Fire started on August 31, 2019 at Dry Creek Dr and Lomitas Dr,  east of Woodlake in Tulare County.",,2019-08-31T15:31:59Z,Finalized,0,0,,,,,
745,FALSE, Los Angeles Fire Department,,2019,FALSE,/incidents/2019/10/28/getty-fire/,,,Los Angeles,19,,,,2019-11-05T17:30:00Z,,FALSE,TRUE,,,,34.098191,East Sepulveda Blvd and I-405 near Los Angeles City ,-118.478717,FALSE,Getty Fire ,100,,TRUE,"The Getty Fire started October 28, 2019 off East Sepulveda Blvd and I-405 in Los Angeles county.",,2019-10-28T06:46:55Z,Finalized,,,,,,,
703,FALSE,CAL FIRE Mendocino Unit,,2019,TRUE,/incidents/2019/10/27/burris-fire/,<a> Evacuations warnings have been lifted.,,Mendocino,23,,,,2019-11-03T18:52:00Z,,FALSE,TRUE,,,,39.22431,"Potter Valley Road and  Highway 20, east of Calpella in Mendocino County",-123.12887,FALSE,Burris Fire,100,,TRUE,"The Burris Fire started October 27, 2019 off Potter Valley Rd and  Hwy 20, east of Calpella in Mendocino County.",,2019-10-27T14:54:40Z,Finalized,,,,,,,
604,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2019,TRUE,/incidents/2019/9/20/baseline-fire/,Forward spread stopped.,,Placer,31,,,,,,FALSE,TRUE,,,,38.751648,"Baseline Road and Country Acres Lane, north of Rio Linda ",-121.432636,FALSE,Baseline Fire ,100,,TRUE,"The Baseline Fire started September 20, 2019 off Baseline Road and Country Acres Lane, north of Rio Linda in Placer County.",,2019-09-20T15:02:08Z,Finalized,,,,,,,
600,FALSE,CAL FIRE Shasta-Trinity Unit,,2019,TRUE,/incidents/2019/8/22/mountain-fire/,"All evacuations and road closures have been lifted.  Please see Shasta County Sheriff's website under agencies for the most current information.   

<p>Firefighters continue to mop up and patrol. Fire suppression repair is ongoing. Residents traveling in the vicinity are asked to drive with caution as fire apparatus and personnel continue to work in the area.",,Shasta,45,8,,9,2019-08-26T17:00:00Z,,FALSE,TRUE,,,3,40.715556,"Bear Mountain Road and Dry Creek Road, north of Bella Vista",-122.241944,TRUE,Mountain Fire,100,187,TRUE,"The Mountain Fire started August 22, 2019 off Bear Mountain Road and Dry Creek Road, north of Bella Vista in Shasta County.",,2019-08-22T11:02:09Z,Finalized,7,14,,,,,
600,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/6/7/stuhr-fire/,,,Stanislaus,50,,,,2019-06-11T17:14:00Z,,FALSE,TRUE,,,,37.25988,"Interstate 5 and Pete Miller Road, southwest of Newman",-121.09375,FALSE,Stuhr Fire,100,,TRUE,"The Stuhr Fire started on June 7, 2018 near Interstate 5 and Pete Miller Road, 4 miles southwest of Newman in Stanislaus County. This fire was contained on June 9, 2019.",,2019-06-07T16:55:00Z,Finalized,,,,,,,
526,FALSE,Unified Command: CAL FIRE Sonoma-Lake-Napa Unit and American Canyon Fire Protection District,,2019,TRUE,/incidents/2019/10/6/american-fire/,,,Napa,28,6,1,15,2019-10-07T18:34:00Z,,FALSE,TRUE,,1,,38.165873,"American Canyon and Highway 80, east of American Canyon",-122.211671,FALSE,American Fire,100,163,TRUE,"The American Fire started on October 6, 2019 off of American Canyon and Highway 80, east of American Canyon in Napa County.",,2019-10-06T16:36:50Z,Finalized,,1,,,,,
525,FALSE,CAL FIRE/Riverside County Fire Department,,2019,TRUE,/incidents/2019/6/21/jerry-fire/,,,Riverside,33,,,,2019-06-24T11:43:00Z,,FALSE,TRUE,,,,33.919507,"off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail",-117.103765,FALSE,Jerry Fire,100,,TRUE,"The Jerry Fire started on June 21, 2019 off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail in Riverside County. The Jerry Fire was contained on June 23, 2019.",Jun.19,2019-06-21T13:02:00Z,Finalized,,,,,,,
520,FALSE,CAL FIRE RRU (Riverside County Fire),2,2019,FALSE,/incidents/2019/9/14/horseshoe-fire/,"All evacuation orders have been lifted.

<p>Ground resources continue to mop-up and strengthen control lines. Motorists should drive with caution in the fire area and yield to fire personnel and apparatus.",,Riverside,33,8,2,34,,,FALSE,TRUE,Grass and Brush,1,,33.4853,"Horseshoe Trail and Stagecoach Road, Juniper Flats",-117.043723,TRUE,Horseshoe Fire ,100,235,TRUE,"Horseshoe Fire  started on September 14, 2019 Off Horseshoe Trail and Stagecoach Road, Juniper Flats in Riverside County.",,2019-09-14T17:53:00Z,Finalized,,,,,,,
496,FALSE,CAL FIRE Butte County Fire ,0,2019,TRUE,/incidents/2019/9/7/swedes-fire/,"Fire line personnel have reached 100% containment on the Swedes Fire. All firefighters have been released from the incident. The fire will remain in patrol status for the next few days, being checked daily for smoke and hot spots.

Fire suppression repair continues as well, so we ask that residents and others be careful when traveling in the area, as heavy equipment will be on the roadways.",,Butte,4,0,2,0,2019-09-13T19:00:00Z,,FALSE,TRUE,,0,,39.45296,"Swedes Flat Road and Oro Bangor Highway, east of Oroville",-121.412619,TRUE,Swedes Fire,100,16,TRUE,"The Swedes Fire started September 7, 2019 off Swedes Flat Road and Oro Banger Highway, east of Oroville in Butte County.",,2019-09-07T15:06:00Z,Finalized,0,2,,,,,
448,FALSE,City of San Diego Fire-Rescue ,,2019,FALSE,/incidents/2019/8/1/caliente-fire/,CAL FIRE is assisting City of San Diego Fire-Rescue with air and ground resources,,San Diego,37,,,,2019-08-03T09:10:00Z,,FALSE,TRUE,,,,32.575556,"Off Airway Road and Caliente Ave, in San Ysidro ",-117.026667,FALSE,Caliente Fire,100,,TRUE,"The Caliente Fire started on August 1, 2019 Off Airway Road and Caliente Ave, in San Ysidro in San Diego County",,2019-08-01T14:53:15Z,Finalized,,,,,,,
448,FALSE,Kern County Fire Department,,2019,FALSE,/incidents/2019/7/31/mesa-fire/,,,Kern,15,,,,,,FALSE,TRUE,,,,35.60989,"near Quail Dr and Bobcat Dr in the Kern River Valley, South of Lake Isabela",-118.41204,FALSE,Mesa Fire ,100,,TRUE,"The Mesa Fire started July 31, 2019 near Quail Dr and Bobcat Dr in the Kern River Valley, South of Lake Isabela in Kern County.",,2019-07-31T17:13:53Z,Finalized,,,,,,,
423,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2019,TRUE,/incidents/2019/8/15/hunter-fire/,,,Mariposa,22,,,,,,FALSE,TRUE,,,,37.532028,"Bear Valley Rd and Cotton Creek Rd, east of Snelling",-120.208019,FALSE,Hunter Fire,100,,TRUE,"The Hunter fire started August 15, 2019 off Bear Valley Rd and Cotton Creek Rd, east of Snelling in Mariposa County.",,2019-08-15T15:15:56Z,Finalized,,,,,,,
420,FALSE,Santa Barbara County Fire Department,,2019,FALSE,/incidents/2019/10/17/real-fire/,Evacuations lifted for El Cap Canyon and Ocean Mesa RV Park. Full containment anticipated on 10/21/19.,,Santa Barbara,42,,,,2019-10-21T06:00:00Z,,FALSE,TRUE,,,,34.484722,Calle Real & Hwy 101 west of El Capitan ,-120.190833,FALSE,Real Fire,100,,TRUE,"The Real Fire started on October 17, 2019 off Calle Real & Hwy 101 west of El Capitan in Santa Barbara County.",,2019-10-17T16:31:00Z,Finalized,,,,,,,
381,FALSE,USFS - Sequoia National Forest,,2019,FALSE,/incidents/2019/9/6/broder-fire/,,,Tulare,54,,,,,,FALSE,TRUE,,,,36.151,Northeast of Broder Meadow,-118.185,FALSE,Broder Fire,100,9,TRUE,"Broder Fire started on August 8, 2019 Northeast of Broder Meadow, Sequoia National Forest",,2019-09-06T12:39:18Z,Finalized,,,,,,,
350,FALSE,CAL FIRE / Riverside County Fire ,,2019,TRUE,/incidents/2019/10/10/reche-fire/,,,Riverside,33,,,,2019-10-13T07:30:00Z,,FALSE,TRUE,,,,33.975405,"Reche Canyon Rd and Jordan Dr, Moreno Valley",-117.207068,TRUE,Reche Fire,100,,TRUE,"The Reche Vegetation Fire started on October 10, 2019 near Reche Canyon Rd and Jordan Dr, Moreno Valley in Riverside County.",,2019-10-10T14:18:17Z,Finalized,1,1,,,,,
328,FALSE,CAL FIRE Riverside County Fire Department,,2019,TRUE,/incidents/2019/10/31/46-fire/,,,Riverside,33,,,,2019-11-03T16:15:00Z,,FALSE,TRUE,,,,33.985972,"5300 block of 46th Street, East Jurupa Valley ",-117.414111,FALSE,46 Fire,100,,TRUE,"46 Fire started on October 31, 2019 off of 5300 block of 46th Street, East of Jurupa Valley in Riverside County.",,2019-10-31T06:22:34Z,Finalized,,,,,,,
316,FALSE,CAL FIRE San Benito - Monterey Unit,,2019,TRUE,/incidents/2019/7/29/lake-fire/,,,Monterey,27,,,,,,FALSE,TRUE,,,,35.908333,"near Lake San Antonio, Jolon Road and New Pleyto Road, Lockwood ",-120.984167,FALSE,Lake Fire,100,,TRUE,"The Lake Fire started on July 29, 2019 near Lake San Antonio, Jolon Road and New Pleyto Road, Lockwood in Monterey County.",,2019-07-29T15:43:48Z,Finalized,,,,,,,
300,FALSE,CAL FIRE Butte/ Butte County Fire,,2019,TRUE,/incidents/2019/9/28/hwy-fire/,,,Butte,4,,,,2019-09-28T18:40:00Z,,FALSE,TRUE,,,,39.622137,"Off of Hwy 99 and Hwy 149, Southeast of Chico",-121.693472,FALSE,Hwy Fire,100,,TRUE,"Hwy Fire started on September 28, 2019 off of Hwy 99 and Hwy 149, Southeast of Chico in Butte County.",,2019-09-28T17:48:10Z,Finalized,,,,,,,
283,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/7/3/hollow-fire/,,,San Joaquin,39,,,,2019-07-05T07:50:00Z,,FALSE,TRUE,,,,37.63206,"West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy",-121.538382,FALSE,Hollow Fire,100,,TRUE,"The Hollow Fire started July 3, 2019 off West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy in San Joaquin County.",,2019-07-03T15:34:12Z,Finalized,,,,,,,
280,FALSE,Shasta-Trinity National Forest,,2019,FALSE,/incidents/2019/9/7/rams-horn-fire/,"The anticipated containment date is September 21, 2019.",,Trinity,53,,,,2019-09-12T10:08:00Z,,FALSE,TRUE,,,,41.150392,"Highway 3 and Bear Creek Loop, Northeast of Coffee Creek",-122.634108,FALSE,Rams Horn Fire,100,259,TRUE,,,2019-09-07T08:49:58Z,Finalized,,,,,,,
280,FALSE,Los Padres National Forest,,2019,FALSE,/incidents/2019/7/30/mill-fire/,CAL Fire is assisting US Forest Services with air and ground resources.,,Monterey,27,,,,2019-08-12T08:20:00Z,,FALSE,TRUE,,,,36.008889,"In Los Padres National Forest, West of Fort Hunter Liggett ",-121.466944,FALSE,Mill Fire,100,,TRUE,"The Mill Fire started on July 30, 2019 in Los Padres National Forest, West of Fort Hunter Liggett in Monterey County.",,2019-07-30T13:28:17Z,Finalized,,,,,,,
279,FALSE,Los Padres National Forest,,2019,FALSE,/incidents/2019/9/1/snail-fire/,,,Ventura,56,,,,2019-09-05T08:14:00Z,,FALSE,TRUE,,,,34.71011,3 miles northwest of Reyes Creek,-119.3547,FALSE,Snail Fire,100,,TRUE,"The Snail Fire started September 1, 2019 3 miles northwest of Reyes Creek in Ventura County",,2019-09-01T17:37:43Z,Finalized,,,,,,,
263,FALSE,Susanville Bureau of Land Management,,2019,FALSE,/incidents/2019/7/5/snowstorm-fire/,,Not a CAL FIRE Incident. Please contact the Bureau of Land Management for more information.,Lassen,18,,,,2019-07-06T07:49:00Z,,FALSE,TRUE,,,,40.679318,"Snowstorm Rd, south of Ravendale",-120.392768,FALSE,Snowstorm Fire,100,,TRUE,,,2019-07-05T16:37:04Z,Finalized,,,,,,,
260,FALSE,Bureau of Land Management - Northern CA District,,2019,FALSE,/incidents/2019/9/6/r-6-fire/,,,Lassen,18,,,,2019-09-11T18:30:00Z,,FALSE,TRUE,,,,44.734,"North of Fredonyer Peak, southwest of Termo",-120.606,FALSE,R-6 Fire,100,40,TRUE,"The R-6 Fire started on September 9, 2019 off North of Fredonyer Peak, southwest of Termo in Lassen County.",,2019-09-06T13:20:00Z,Finalized,,,,,,,
257,FALSE,CAL FIRE Tulare Unit,,2019,TRUE,/incidents/2019/6/2/citrus-fire/,,,Tulare,54,,,,2019-06-11T14:48:00Z,,FALSE,TRUE,,,,36.18479,"Off Rd 256 & Ave 220, east of Strathmore",-118.99229,FALSE,Citrus Fire,100,,TRUE,"The Citrus Fire started on June 2, 2019 off Rd 256 & Ave 220, east of Strathmore (Tulare County) and burned 257 acres. It was contained on June 3, 2019.",Jun.19,2019-06-02T16:12:00Z,Finalized,,,,,,,
250,FALSE,Riverside City Fire Department,,2019,FALSE,/incidents/2019/9/7/sycamore-fire/,Forward progress has been stopped. No injuries and no structure damage. Crews will continue reinforcing fire lines and mopping-up isolated hot spots.,,Riverside,33,,,,2019-09-08T18:00:00Z,,FALSE,TRUE,grass,,,33.9369,"Kangaroo Court and River Ridge Drive, Riverside ",-117.3063,FALSE,Sycamore Fire,100,,TRUE,"Sycamore Fire started on September 7, 2019 off Kangaroo Court and River Ridge Drive, Riverside, in Riverside County.",,2019-09-07T20:31:46Z,Finalized,,,,,,,
244,FALSE,USFS Mendocino National Forest ,,2019,FALSE,/incidents/2019/9/5/henthorne-fire/,,,Trinity,53,,,,2019-09-18T12:17:00Z,,FALSE,TRUE,,,,40.062304,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",-123.222196,FALSE,Henthorne Fire,100,,TRUE,"1-1 Henthorne Fire started on September 5, 2019 Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo in Trinity County.",,2019-09-05T09:25:00Z,Finalized,,,,,,,
244,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2019,TRUE,/incidents/2019/7/8/lake-fire/,,,Mariposa,22,,,,,,FALSE,TRUE,,,,37.524378,"McSwain Entrance and Lake McClure Rd, Hornitos",-120.296551,FALSE,Lake Fire,100,,TRUE,"The Lake Fire started on July 8, 2019 off McSwain Entrance and Lake McClure Rd, Hornitos in Mariposa County.","Lake Fire, 2019, Hornitos, Lake McClure, Lake McSwain",2019-07-08T15:30:14Z,Finalized,,,,,,,
240,FALSE,CAL FIRE SCU,,2019,FALSE,/incidents/2019/8/9/harte-fire/,,,Alameda,1,,,,,,FALSE,TRUE,,,,37.708743,"Central Pkwy and Croak Rd, 4 miles east of Dublin",-121.841879,FALSE,Harte Fire,100,,TRUE,"The Harte Fire started on August 9 2019 near Central Pkwy and Croak Rd, 4 miles east of Dublin Alameda County","Harte Fire, Central Pkwy, Croak Rd, Dublin, Alameda County",2019-08-09T15:09:50Z,Finalized,,,,,,,
227,FALSE,Klamath National Forest,,2019,FALSE,/incidents/2019/9/7/kidder-2-fire/,The fire is in patrol status. This is the final update unless significant activity occurs.,,Siskiyou,47,,,,2019-09-26T08:00:00Z,,FALSE,TRUE,,,,41.4929742,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",-123.2129356,FALSE,Kidder 2 Fire,100,,TRUE,,,2019-09-07T08:47:46Z,Finalized,,,,,,,
225,FALSE,CAL FIRE Mendocino Unit,,2019,TRUE,/incidents/2019/8/12/moose-fire/,All evacuation warnings and orders have been lifted per the Mendocino County Sheriff's office.,Fire resources will continue patrolling and mopping up.  Suppression repair work has begun.,Mendocino,23,16,1,16,2019-08-17T18:15:00Z,,FALSE,TRUE,,,3,39.005262,Off Moose Rd & Bus McGall Rd northwest of Hopland,-123.195306,TRUE,Moose Fire,100,328,TRUE,"The Moose Fire started August 15, 2019 Off Moose Rd & Bus McGall Rd northwest of Hopland in Mendocino county.",,2019-08-12T17:10:00Z,Finalized,,,,,,,
220,FALSE,Los Padres National Forest,0,2019,FALSE,/incidents/2019/9/21/lopez-fire/,"</p> No longer in Unified Command, please refer to Los Padres National Forest for more information. 
<br><br>
<p><b><font color = ""red"">Evacuations: Residents have been allowed to return home but are advised to stay fire ready.</font></b>
Evacuation warning for French Camp and Upper Lopez Canyon Rd. 
Evacuation warning for 1700 block of Upper Lopez Canyon Rd.</p>",,San Luis Obispo,40,8,4,20,2019-09-27T18:00:00Z,,FALSE,TRUE,,2,4,35.214364,"Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo",-120.455883,TRUE,Lopez Fire,100,515,TRUE,"The Lopez Fire started on September 9, 2019 off Upper Lopez Canyon Rd & Wittenberg Creek Rd, southeast of San Luis Obispo in San Luis Obispo County.",,2019-09-21T14:26:00Z,Finalized,,0,,,,,
214,FALSE,CAL FIRE / Riverside County Fire,,2019,TRUE,/incidents/2019/6/29/wolf-fire/,Resources will remain on scene working on full containment.,,Riverside,33,,,,2019-06-30T15:51:00Z,,FALSE,TRUE,,,,33.911,"Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont",-116.980528,FALSE,Wolf Fire ,100,,TRUE,"Wolf Fire started on June 29, 2019 Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont in Riverside County.",,2019-06-29T12:54:13Z,Finalized,,,,,,,
